0.00000000,-0.83061025
104.58767290,-1.70746355
224.80189054,-3.57359398
362.97743001,1.55362512
521.79790965,3.41806144
704.34790983,-1.72255337
914.17288101,-2.51856147
1155.34800284,2.30729657
1432.55733147,-0.66143119
1751.18477235,-3.78153519
2117.41864548,-3.14912112
2538.37187364,1.39979832
3022.22012828,2.64400934
3578.36061576,-2.34429788
4217.59458808,0.39655593
4952.33712269,2.11782450
5796.85824570,4.88143286
6767.56008152,-2.48933408
7883.29541175,-3.37489862
9165.73383021,-0.74347744
10639.78260555,2.96784915
12334.07042541,-3.78532191
14281.50341712,0.14853841
16519.90424416,-4.84407496
19092.74669051,2.18561476
22050.00000000,3.24694119
