0.00000000,-1.56168710
104.58767290,-0.96825758
224.80189054,2.96584303
362.97743001,-0.06766330
521.79790965,-4.51177420
704.34790983,3.48347417
914.17288101,-4.29703990
1155.34800284,-3.32747726
1432.55733147,-4.52537745
1751.18477235,4.54552083
2117.41864548,-4.46207408
2538.37187364,-0.44283761
3022.22012828,-0.32104604
3578.36061576,3.63826837
4217.59458808,-0.24278872
4952.33712269,2.11382382
5796.85824570,3.74806681
6767.56008152,3.79384733
7883.29541175,3.38140355
9165.73383021,4.39276308
10639.78260555,2.16184614
12334.07042541,-3.04963451
14281.50341712,-1.44966968
16519.90424416,-3.80576253
19092.74669051,-1.45884418
22050.00000000,-4.07665063
