0.00000000,2.44203432
104.58767290,1.65731897
224.80189054,1.30825864
362.97743001,-0.69340956
521.79790965,-1.01186663
704.34790983,-4.70262017
914.17288101,-2.82407089
1155.34800284,-4.25776627
1432.55733147,0.06826264
1751.18477235,1.69294368
2117.41864548,-1.94323761
2538.37187364,-4.33666856
3022.22012828,-0.25107619
3578.36061576,2.35496422
4217.59458808,-4.50527000
4952.33712269,2.49281065
5796.85824570,-2.39620822
6767.56008152,-3.48299975
7883.29541175,4.17147277
9165.73383021,0.90190784
10639.78260555,4.54210123
12334.07042541,-0.53867269
14281.50341712,-1.06545507
16519.90424416,1.01488078
19092.74669051,0.28057780
22050.00000000,0.46400440
