0.00000000,4.48748320
104.58767290,-3.53174251
224.80189054,-3.51421056
362.97743001,2.92241299
521.79790965,-3.50508340
704.34790983,1.50359062
914.17288101,1.50411862
1155.34800284,-1.00171889
1432.55733147,0.22608821
1751.18477235,0.13343238
2117.41864548,4.85573211
2538.37187364,0.86843165
3022.22012828,-3.66517915
3578.36061576,2.77118925
4217.59458808,1.65146250
4952.33712269,-4.74456757
5796.85824570,2.77688872
6767.56008152,1.42972839
7883.29541175,-1.44941312
9165.73383021,2.40708527
10639.78260555,1.84634025
12334.07042541,-2.71675977
14281.50341712,-0.20151348
16519.90424416,-4.64524718
19092.74669051,-1.31930041
22050.00000000,-2.29970353
