0.00000000,1.93227928
104.58767290,4.23203586
224.80189054,2.20331252
362.97743001,-0.74959699
521.79790965,-0.03848490
704.34790983,2.52487069
914.17288101,-4.54698097
1155.34800284,2.88894830
1432.55733147,-1.73764185
1751.18477235,4.80837590
2117.41864548,2.09338563
2538.37187364,-0.12171790
3022.22012828,1.22655280
3578.36061576,-4.47967582
4217.59458808,-1.57467855
4952.33712269,2.49283449
5796.85824570,-2.95404438
6767.56008152,-0.95632467
7883.29541175,-3.71911589
9165.73383021,-0.63170628
10639.78260555,-3.71757276
12334.07042541,3.78981820
14281.50341712,-1.92999031
16519.90424416,3.16314841
19092.74669051,1.47400146
22050.00000000,-4.05837936
