0.00000000,0.48678094
104.58767290,-2.68545174
224.80189054,-1.14368737
362.97743001,1.16094522
521.79790965,-2.03166928
704.34790983,1.07920760
914.17288101,0.50446993
1155.34800284,3.47848651
1432.55733147,4.22414122
1751.18477235,-3.81763640
2117.41864548,1.51501095
2538.37187364,-0.00887359
3022.22012828,-0.05123321
3578.36061576,-0.37471801
4217.59458808,-4.41485406
4952.33712269,-3.98290750
5796.85824570,-3.72409031
6767.56008152,0.24038496
7883.29541175,4.85211996
9165.73383021,3.27725704
10639.78260555,-0.33966560
12334.07042541,0.60825046
14281.50341712,-3.57493443
16519.90424416,0.40183792
19092.74669051,4.02359063
22050.00000000,0.79130830
