0.00000000,2.49807393
104.58767290,-2.77416471
224.80189054,-3.32366790
362.97743001,0.70384420
521.79790965,-1.48754937
704.34790983,2.12118523
914.17288101,3.74506973
1155.34800284,-1.76524886
1432.55733147,-4.41452631
1751.18477235,0.22001527
2117.41864548,1.72640174
2538.37187364,1.11784530
3022.22012828,2.77057574
3578.36061576,3.94540661
4217.59458808,3.45849095
4952.33712269,4.89420891
5796.85824570,-2.52136766
6767.56008152,-0.76053649
7883.29541175,3.16878141
9165.73383021,-0.52227274
10639.78260555,-0.12188910
12334.07042541,2.90478492
14281.50341712,-4.63460188
16519.90424416,-2.17996485
19092.74669051,1.94605296
22050.00000000,0.96865105
