0.00000000,1.78148081
104.58767290,-3.91364653
224.80189054,-0.02726155
362.97743001,-0.02796079
521.79790965,1.51671816
704.34790983,-0.81626385
914.17288101,-3.11871612
1155.34800284,3.01953148
1432.55733147,0.60966414
1751.18477235,2.12279287
2117.41864548,3.03163735
2538.37187364,-1.77626647
3022.22012828,3.49803995
3578.36061576,-3.05098897
4217.59458808,-3.16488375
4952.33712269,4.96216139
5796.85824570,0.77668422
6767.56008152,0.11049066
7883.29541175,-0.64113496
9165.73383021,-0.28974206
10639.78260555,1.75384609
12334.07042541,1.59694811
14281.50341712,0.22261219
16519.90424416,-0.08602226
19092.74669051,-4.74878669
22050.00000000,-1.65644064
