0.00000000,-2.83178665
104.58767290,2.78785495
224.80189054,2.12415299
362.97743001,-0.46257093
521.79790965,1.57452978
704.34790983,1.89244396
914.17288101,3.91346468
1155.34800284,-0.42785147
1432.55733147,3.28888115
1751.18477235,3.54406041
2117.41864548,-0.85313286
2538.37187364,-4.08355639
3022.22012828,0.04307833
3578.36061576,0.54269192
4217.59458808,-3.07118460
4952.33712269,-1.94054229
5796.85824570,1.49017860
6767.56008152,-0.46169550
7883.29541175,-0.33664223
9165.73383021,0.89627524
10639.78260555,-2.30232575
12334.07042541,-1.93557075
14281.50341712,-2.74195614
16519.90424416,-0.26719395
19092.74669051,1.66515115
22050.00000000,1.33457630
