0.00000000,-1.86234850
104.58767290,1.28617718
224.80189054,2.75091516
362.97743001,3.23506738
521.79790965,3.53202319
704.34790983,-0.90328154
914.17288101,-0.18648303
1155.34800284,1.70500408
1432.55733147,-4.82741015
1751.18477235,-3.67203506
2117.41864548,-3.25526305
2538.37187364,1.21431458
3022.22012828,1.28360941
3578.36061576,2.26491654
4217.59458808,2.76287224
4952.33712269,-2.46405241
5796.85824570,-3.16377735
6767.56008152,-4.12587825
7883.29541175,-4.54516611
9165.73383021,1.68110012
10639.78260555,4.21797865
12334.07042541,0.53585725
14281.50341712,-3.24016763
16519.90424416,3.61010440
19092.74669051,-3.37291699
22050.00000000,1.05856121
