0.00000000,0.70605452
104.58767290,2.56729211
224.80189054,-1.38801329
362.97743001,-4.63813124
521.79790965,-1.65534844
704.34790983,-3.84261548
914.17288101,2.63684526
1155.34800284,3.44238017
1432.55733147,-1.26391466
1751.18477235,-2.18720492
2117.41864548,-0.19612076
2538.37187364,2.27633678
3022.22012828,0.23490935
3578.36061576,-2.79626350
4217.59458808,-1.15208626
4952.33712269,-3.99312224
5796.85824570,1.94079087
6767.56008152,-3.99468336
7883.29541175,2.26387461
9165.73383021,-1.69763645
10639.78260555,1.91032604
12334.07042541,-2.76615407
14281.50341712,2.76634505
16519.90424416,-2.95371748
19092.74669051,-1.77413423
22050.00000000,1.43848600
