0.00000000,-4.60811707
104.58767290,-2.90744897
224.80189054,1.81034775
362.97743001,2.46101688
521.79790965,2.17523706
704.34790983,-0.48746567
914.17288101,1.70080212
1155.34800284,-1.03339384
1432.55733147,-2.90238103
1751.18477235,1.61454644
2117.41864548,-1.22574532
2538.37187364,-1.10478286
3022.22012828,0.62536156
3578.36061576,2.75987244
4217.59458808,-0.04729467
4952.33712269,-3.46472616
5796.85824570,1.42095360
6767.56008152,1.04583537
7883.29541175,-0.12947869
9165.73383021,-2.08234514
10639.78260555,0.53629809
12334.07042541,-2.98258357
14281.50341712,1.49377059
16519.90424416,0.14975760
19092.74669051,-1.99204035
22050.00000000,-2.71877735
